label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
4	221 m^3	1.1921	reptile	Applied Mathematics, Bioengineering	1.5618	445	ice hockey	241 kg/s	662	783	tennis	0.8357	-0.0047	451	0.7085
0	956 m^3	0.4719	rabbit	Bioinformatics, Statistics	1.2023	888	golf	924 kg/s	1075	-45	basketball	0.8752	0.2796	645	0.6647
1	1127 m^3	0.6165	reptile	Data Science	0.0959	266	track & field	1069 kg/s	1490	769	soccer	1.0097	0.8595	364	0.0313
4	241 m^3	1.1621	ferret	Bioengineering, Applied Mathematics, Computer Science	0.799	628	ice hockey	570 kg/s	1047	747	tennis	1.4783	0.1917	119	1.417
2	1031 m^3	-0.016	ferret	Computer Game Design	1.2521	596	baseball	829 kg/s	114	4	volleyball	-0.0759	0.7304	560	1.0451
1	1213 m^3	0.8531	pig	Data Science	0.6251	593	ice hockey	1128 kg/s	704	535	soccer	1.2224	0.5322	113	0.4626
1	947 m^3	0.5508	dog	Data Science	0.4268	-142	track & field	None	1207	992	soccer	1.0778	0.4297	-201	0.4196
4	37 m^3	1.2111	reptile	Bioengineering, Computer Science	0.7511	322	ice hockey	484 kg/s	584	879	tennis	0.6926	-0.1342	746	0.3944
4	211 m^3	1.3084	BIRD	Computer Engineering, Applied Mathematics	1.0402	-219	ice hockey	701 kg/s	676	1607	tennis	1.1316	0.5215	393	0.5619
1	1346 m^3	0.9796	pig	Data Science	-0.0035	439	basketball	884 kg/s	1083	1244	soccer	1.2782	0.5797	540	0.2301
3	79 m^3	0.221	chicken	Natural Language Processing	1.0305	830	motor sports	1370 kg/s	1028	1081	football, boxing	1.1103	0.6431	1222	0.8512
0	667 m^3	0.1817	cat	Bioinformatics, Computational Media	1.2729	1197	volleyball	1163 kg/s	776	38	basketball	0.6278	0.069	308	1.1263
2	1091 m^3	-0.2858	ferret	Computer Game Design	1.3955	1009	badminton	1037 kg/s	756	555	running, baseball	-0.205	1.0468	222	0.7905
4	-341 m^3	1.134	reptile	Computer Science, Computer Engineering	0.9623	266	ice hockey	218 kg/s	735	662	tennis	1.0126	0.4293	766	0.6952
4	-22 m^3	0.7381	reptile	Computer Engineering, Computer Science, Bioengineering	0.9117	733	Ice Hockey	306 kg/s	1384	1202	tennis	1.2045	0.1562	342	0.8817
2	787 m^3	0.288	pig	Computer Game Design	0.5928	1180	baseball	997 kg/s	76	-263	baseball	0.0454	0.5137	739	1.0555
4	135 m^3	1.0555	bird	Bioengineering, Computer Science, Computer Engineering	0.1919	89	ice hockey	853 kg/s	1126	1375	tennis	0.8364	-0.197	811	0.8349
3	-29 m^3	0.4102	chicken	Human Computer Interaction	0.5305	1285	motor sports	571 kg/s	1126	982	football, boxing	1.0426	0.6261	855	0.6721
3	335 m^3	0.2819	chicken	Human Computer Interaction	0.9921	1090	motor sports	1014 kg/s	916	1604	boxing, motor sports	1.5075	1.1899	892	0.9509
5	888 m^3	0.6287	hamster	tECHNOLOGY AND iNFORMATION mANAGEMENT, bIOTECHNOLOGY	1.5264	767	running	224 kg/s	890	1838	track & field, ice hockey, badminton	0.6636	0.6276	873	1.1654
0	1252 m^3	0.415	rabbit	Computational Media, Bioinformatics	0.7477	679	volleyball	848 kg/s	1156	533	soccer	0.9203	0.0822	552	0.5447
0	1309 m^3	0.5432	FISH	Computational Media	0.534	814	golf	1296 kg/s	737	-255	basketball	1.0547	0.4588	472	0.7839
2	564 m^3	0.3055	ferret	Computer Game Design	0.9424	1613	badminton	1111 kg/s	653	684	baseball, running	-0.0771	1.3155	928	0.6816
3	353 m^3	0.5766	chicken	Natural Language Processing	0.541	717	motor sports	1100 kg/s	833	1227	football, boxing	1.223	0.4624	733	1.1362
5	495 m^3	0.4452	rat	Robotics Engineering	0.9764	840	tennis	68 kg/s	1240	1127	badminton	0.3663	1.1761	807	0.8306
4	49 m^3	1.0482	reptile	Bioengineering	0.5237	145	ice hockey	155 kg/s	1004	1274	tennis	1.0706	0.441	895	0.88
3	483 m^3	0.6028	chicken	Human Computer Interaction	0.8855	975	motor sports	1237 kg/s	250	509	football	0.8215	0.7963	812	0.8162
2	985 m^3	-0.1607	ferret	Computer Game Design	0.7958	1037	badminton	1191 kg/s	395	179	baseball	-0.0282	1.1859	815	0.5156
3	197 m^3	0.5742	chicken	Human Computer Interaction	1.3524	1232	motor sports	871 kg/s	974	656	boxing, football	0.755	0.6682	1119	0.9514
5	432 m^3	0.7571	HAMSTER	Robotics Engineering, Technology and Information Management	1.0837	796	running	-223 kg/s	930	1370	track & field, golf, ice hockey	0.7729	1.017	684	1.4277
4	214 m^3	0.8134	dog	Bioengineering	1.17	0	ice hockey	833 kg/s	992	898	tennis	0.9794	0.0506	379	0.7745
5	843 m^3	0.8578	guinea pig	Robotics Engineering, Biotechnology, Electrical Engineering, Games and Playable Media	1.0241	1032	football	218 kg/s	1136	365	track & field, ice hockey	0.8676	1.0845	765	1.3825
5	704 m^3	1.1838	HAMSTER	Electrical Engineering, Technology and Information Management, Biotechnology	0.6424	946	soccer	-258 kg/s	1067	976	golf, badminton	0.5208	1.1941	1034	0.7936
2	963 m^3	-0.0042	reptile	Computer Game Design	0.8553	812	baseball	974 kg/s	348	541	volleyball, running	0.162	0.5081	1121	0.9242
2	1048 m^3	0.212	Ferret	Computer Game Design	0.5165	1408	BASEBALL	859 kg/s	-79	-52	running	0.098	0.6505	897	1.1415
2	791 m^3	0.2011	ferret	Computer Game Design	1.0712	872	badminton	1054 kg/s	389	610	baseball	0.3294	0.797	N/A	0.9644
1	1170 m^3	1.0555	pig	Data Science	0.0413	454	ice hockey	1109 kg/s	905	1217	soccer	1.5124	0.8861	66	-0.0521
3	221 m^3	0.2024	chicken	Human Computer Interaction	0.1082	909	motor sports	1105 kg/s	664	421	boxing	0.8516	1.1496	1285	1.1163
4	187 m^3	0.9159	bird	Applied Mathematics, Computer Science, Computer Engineering	0.7895	-95	basketball	297 kg/s	686	780	tennis	0.9239	0.2862	702	0.9639
1	1094 m^3	1.1424	cat	Data Science	0.3412	701	ice hockey	1433 kg/s	1032	278	soccer	0.8994	0.7519	532	0.766
2	1032 m^3	0.0493	FERRET	Computer Game Design	1.0105	1646	baseball	1121 kg/s	-6	619	running	0.3739	1.0515	736	1.1207
1	886 m^3	1.4107	dog	Data Science	0.0117	313	track & field	972 kg/s	864	850	tennis	0.7855	0.8676	80	-0.1087
0	791 m^3	0.3502	rabbit	Computational Media	0.0907	1181	volleyball	1378 kg/s	495	383	basketball	0.8323	0.2857	878	0.6178
0	1074 m^3	0.0958	cat	Statistics	0.8424	763	golf	1354 kg/s	926	-177	basketball	1.2854	0.0514	758	1.0652
0	1192 m^3	0.5057	rabbit	Statistics, Computational Media	0.2493	489	volleyball	1346 kg/s	1500	315	basketball	1.3348	0.1178	553	1.1737
4	51 m^3	1.1938	bird	Applied Mathematics, Computer Engineering	1.271	680	ice hockey	312 kg/s	995	1461	tennis	1.1312	0.321	748	0.9571
0	1123 m^3	0.6309	rabbit	Bioinformatics	0.1641	951	golf	719 kg/s	975	-541	basketball	0.5414	0.8288	584	0.387
1	1561 m^3	1.2144	?	Data Science	0.4241	685	track & field	1053 kg/s	1207	782	soccer	1.1034	0.7559	334	0.5179
0	880 m^3	0.6835	fish	Computer Game Design	1.2124	1143	volleyball	964 kg/s	943	-14	basketball	1.1778	0.6056	481	1.2648
3	216 m^3	0.3288	chicken	Human Computer Interaction	0.5867	516	motor sports	1221 kg/s	1142	780	Boxing	1.0472	0.9336	794	0.7762
0	1578 m^3	0.3548	rabbit	Bioinformatics	0.7976	882	volleyball	937 kg/s	869	446	basketball	0.9425	0.2727	719	1.199
5	462 m^3	0.5628	guinea pig	ELECTRICAL ENGINEERING, GAMES AND PLAYABLE MEDIA, ROBOTICS ENGINEERING, TECHNOLOGY AND INFORMATION MANAGEMENT	1.3841	1156	football	435 kg/s	706	862	ice hockey, badminton, track & field	0.2947	0.6829	1002	0.8027
3	392 m^3	0.4288	chicken	Natural Language Processing	0.7634	829	motor sports	1285 kg/s	957	1549	boxing, motor sports	0.9	0.3535	1256	0.8176
0	1330 m^3	0.4187	fish	Statistics	0.4558	475	motor sports	1069 kg/s	1163	-292	baseball	0.9729	0.4825	331	1.1268
5	514 m^3	0.6011	rat	Robotics Engineering	0.848	630	soccer	-458 kg/s	1228	1123	golf, badminton	0.4337	0.861	1122	0.927
1	1164 m^3	0.9462	dog	Computer Engineering, Bioengineering	0.0049	657	basketball	1023 kg/s	565	933	soccer	1.1079	0.5399	285	0.132
5	227 m^3	0.8712	rat	Technology and Information Management, Electrical Engineering	0.9887	891	tennis	245 kg/s	1027	1285	track & field, golf, badminton	0.3378	0.3957	557	0.8273
4	-181 m^3	1.0533	reptile	Bioengineering	1.0359	-91	?	689 kg/s	1301	1080	tennis	1.0592	-0.0427	230	0.6778
4	230 m^3	1.0481	reptile	Computer Science	0.9011	330	ice hockey	620 kg/s	1242	319	tennis	1.0952	-0.0437	460	0.201
4	189 m^3	0.7672	reptile	Computer Engineering	1.0109	286	ice hockey	681 kg/s	1125	635	tennis	1.8345	0.087	546	0.6744
3	277 m^3	0.4483	chicken	Natural Language Processing	0.7371	1474	motor sports	1085 kg/s	982	1234	football, boxing	0.9955	0.7748	1000	1.1135
5	503 m^3	0.9879	guinea pig	Electrical Engineering	1.1294	960	soccer	371 kg/s	N/A	776	badminton	0.5544	0.9855	953	0.7791
5	986 m^3	0.6102	hamster	Technology and Information Management, Electrical Engineering, Robotics Engineering, Games and Playable Media	1.3817	1205	football	-505 kg/s	1266	614	track & field, golf	0.2661	1.0403	950	1.3163
3	75 m^3	0.3566	chicken	Natural Language Processing	0.6682	952	motor sports	895 kg/s	1491	1123	motor sports	0.8863	1.0559	1067	1.2693
1	1222 m^3	0.7098	dog	Data Science	-0.0073	541	basketball	1167 kg/s	1330	?	soccer	0.5778	0.5174	814	0.0603
1	980 m^3	0.8586	dog	Data Science	0.0399	615	running	1000 kg/s	1309	795	soccer	0.9479	0.753	517	0.3495
5	668 m^3	0.5064	guinea pig	Electrical Engineering	0.9571	1104	football	-780 kg/s	890	548	ice hockey, badminton	0.0043	0.6333	848	0.985
3	190 m^3	0.4663	chicken	Human Computer Interaction	0.5447	977	motor sports	1151 kg/s	1671	767	football, motor sports	0.8802	0.6476	881	1.2248
3	659 m^3	0.3008	chicken	Natural Language Processing	1.2636	1399	motor sports	1202 kg/s	662	1029	volleyball	0.8133	0.9388	779	0.7152
2	1289 m^3	0.1855	ferret	Computer Game Design	0.9724	1167	baseball	1324 kg/s	359	467	baseball	-0.2579	0.9338	773	1.0325
5	209 m^3	0.5436	guinea pig	Games and Playable Media, Robotics Engineering, Biotechnology	1.0726	717	tennis	30 kg/s	1122	995	running, baseball	0.6177	1.078	1150	0.642
2	1499 m^3	-0.0276	ferret	Computer Game Design	0.6338	865	baseball	881 kg/s	838	428	volleyball	-0.1	0.9907	228	0.966
2	656 m^3	0.2578	ferret	Computer Game Design	1.1209	893	badminton	1197 kg/s	413	722	running, baseball	0.0267	0.7548	982	1.0431
2	1365 m^3	0.3699	ferret	Computer Game Design	0.8654	864	motor sports	1178 kg/s	390	412	baseball	0.2705	0.7985	1020	0.8034
3	468 m^3	0.1256	chicken	Natural Language Processing	1.0257	801	motor sports	708 kg/s	901	942	motor sports	0.6238	0.8633	785	0.6076
1	1032 m^3	0.8436	pig	Data Science	0.4877	515	boxing	686 kg/s	1605	709	soccer	0.6065	0.5305	136	0.3959
1	884 m^3	1.1892	pig	Computational Media	0.5227	744	basketball	1088 kg/s	1447	696	soccer	0.512	0.8644	706	0.2887
0	1221 m^3	0.6009	rabbit	Computational Media, Bioinformatics	0.7409	745	volleyball	817 kg/s	1361	-10	basketball	0.8711	0.4963	1422	1.1555
5	828 m^3	0.8988	hamster	Robotics Engineering, Games and Playable Media, Biotechnology, Electrical Engineering	0.642	1038	SOCCER	-67 kg/s	782	1128	ice hockey, golf, badminton	0.0605	1.5017	761	1.1124
3	-103 m^3	0.3875	chicken	Human Computer Interaction	0.6327	960	motor sports	1134 kg/s	913	587	football	0.5747	0.8023	965	1.011
5	454 m^3	0.6178	hamster	Technology and Information Management, Games and Playable Media, Robotics Engineering, Biotechnology	1.2395	974	tennis	139 kg/s	1216	1079	golf, track & field	0.2276	0.8065	1117	1.0401
1	729 m^3	n/a	dog	Data Science	0.122	1055	Basketball	1186 kg/s	1031	986	soccer	1.6116	0.5066	782	0.169
2	662 m^3	-0.0538	ferret	Computer Game Design	1.4286	971	badminton	668 kg/s	277	n/a	running, baseball	0.2531	0.8615	559	0.5441
2	986 m^3	0.4949	ferret	Computer Game Design	1.1917	1512	baseball	1053 kg/s	1325	358	volleyball, running		0.7204	690	1.0204
1	1138 m^3	0.8403	dog	Data Science	-0.0932	612	ice hockey	1102 kg/s	1039	1269	soccer	1.0541	0.0765	440	0.5429
1	743 m^3	1.0174	pig	Data Science	0.9352	548	basketball	552 kg/s	682	707	soccer	0.838	0.4678	198	0.8457
4	186 m^3	0.7194	bird	Computer Engineering, Applied Mathematics, Bioengineering	0.9213	232	ice hockey	316 kg/s	1255	604	tennis	0.9665	0.0122	645	0.8242
5	782 m^3	0.6252	hamster	Games and Playable Media	1.27	892	soccer	-42 kg/s	740	850	golf	0.833	0.8713	622	0.8799
3	786 m^3	0.3347	chicken	Natural Language Processing	0.9437	1000	motor sports	1256 kg/s	840	1120	football	1.3136	0.7324	905	1.0483
4	594 m^3	0.8029	bird	Applied Mathematics	0.7593	162	ice hockey	283 kg/s	1373	996	tennis	0.992	-0.1443	409	0.5263
1	1040 m^3	1.1454	dog	Data Science	-0.0912	451	basketball	1127 kg/s	389	1298	soccer	1.2587	0.6928	-59	0.2113
5	601 m^3	0.4235	rat	Biotechnology	0.8001	685	soccer	-317 kg/s	704	1021	badminton, ice hockey, track & field	0.9512	1.0163	951	0.7212
4	-250 m^3	0.9118	reptile	cOMPUTER sCIENCE, aPPLIED mATHEMATICS	0.9445	97	ice hockey	134 kg/s	780	952	tennis	0.516	0.0143	487	0.5774
2	1120 m^3	0.1551	ferret	Computer Game Design	0.858	1300	motor sports	1119 kg/s	489	50	running, baseball	0.0149	0.6649	664	1.1274
3	150 m^3	0.5429	chicken	Natural Language Processing	0.7996	788	motor sports	845 kg/s	1136	1048	motor sports, football	1.3113	1.2309	1145	1.3014
5	348 m^3	0.6574	rat	Electrical Engineering	1.6552	577	running	203 kg/s	1232	642	ice hockey, badminton	0.2081	0.9349	508	1.0041
1	1035 m^3	1.0798	pig	Data Science	-0.2408	629	BADMINTON	633 kg/s	890	1026	soccer	0.8276	0.7548	-10	0.5556
3	292 m^3	0.1261	chicken	Natural Language Processing	0.8208	1281	motor sports	880 kg/s	853	918	football	0.8855	1.2564	954	1.1451
2	872 m^3	0.1294	ferret	Computer Game Design	1.0312	1464	baseball	942 kg/s	149	1161	baseball	0.3604	0.9114	810	1.19
2	709 m^3	-0.0832	ferret	Computer Game Design	1.4101	1056	baseball	735 kg/s	975	40	volleyball, running	-0.0311	1.4049	1003	0.9763
5	570 m^3	0.206	guinea pig	Robotics Engineering, Games and Playable Media, Electrical Engineering	1.1919	592	soccer	-366 kg/s	1469	1465	badminton	1.1295	1.007	952	1.0034
5	604 m^3	0.6471	guinea pig	Games and Playable Media	1.1972	742	tennis	-274 kg/s	580	1322	track & field, golf	0.816	0.8167	890	1.0043
1	996 m^3	0.9954	rabbit	Data Science	0.2322	532	basketball	1109 kg/s	325	648	soccer	1.2454	0.986	195	0.2703
2	1018 m^3	-0.067	ferret	Computer Game Design	0.9037	1455	baseball	947 kg/s	515	255	volleyball, running	-0.0329	0.783	530	1.2113
0	1243 m^3	0.3529	rabbit	Computational Media	0.8467	1030	volleyball	1083 kg/s	1566	-74	basketball	0.8126	0.5325	717	1.2263
4	242 m^3	1.1028	bird	Computer Science	0.8274	410	ice hockey	438 kg/s	1164	1450	tennis	0.871	0.3476	641	0.7921
5	356 m^3	0.3072	guinea pig	Technology and Information Management	1.0388	1190	football	-172 kg/s	1259	1161	badminton, track & field	0.2661	0.9313	900	0.6627
4	310 m^3	1.1067	reptile	Applied Mathematics, Computer Engineering, Computer Science	0.4536	52	ice hockey	?	1345	817	tennis	1.0907	0.0799	808	1.165
3	619 m^3	0.5171	chicken	Natural Language Processing	0.8288	1265	motor sports	1399 kg/s	1023	492	football, boxing	0.8922	0.5888	728	0.9722
2	1043 m^3	0.2403	ferret	Computer Game Design	1.3691	1099	motor sports	1231 kg/s	647	367	baseball	0.3099	0.6513	773	NULL
1	1222 m^3	0.8228	pig	Data Science	0.5584	225	boxing	803 kg/s	161	1093	soccer	0.991	1.0217	274	0.0742
1	1043 m^3	1.3743	dog	Data Science	0.3587	539	boxing	934 kg/s	986	731	soccer	0.6804	0.6962	627	0.3376
3	495 m^3	0.4834	chicken	Natural Language Processing	0.5505	974	motor sports	1076 kg/s	473	856	football, boxing	0.9057	0.9446	1155	0.5417
0	1428 m^3	0.2565	cat	Statistics	0.5674	864	volleyball	685 kg/s	782	86	basketball	0.6315	0.4176	524	0.8576
1	582 m^3	1.1184	dog	Data Science	0.2594	620	track & field	820 kg/s	902	344	soccer	0.9303	0.8109	290	0.2082
0	1384 m^3	0.5056	fish	Computational Media, Statistics	0.6136	1034	GOLF	547 kg/s	1040	315	basketball	0.953	0.6927	785	0.969
2	736 m^3	0.5223	ferret	Computer Game Design	1.356	1299	baseball	1027 kg/s	545	307	volleyball	0.3185	0.933	793	0.9648
2	1173 m^3	0.4254	ferret	Computer Game Design	1.1356	504	None	1174 kg/s	672	51	volleyball, baseball	0.4211	1.1132	777	0.8926
2	510 m^3	-0.0209	ferret	Data Science	1.369	1758	baseball	972 kg/s	94	413	volleyball, baseball	-0.1932	0.5065	757	0.867
4	187 m^3	0.7045	BIRD	Computer Science	1.0787	369	ice hockey	159 kg/s	951	1142	tennis	1.3446	-0.0109	492	0.6024
4	44 m^3	1.0708	bird	BIOENGINEERING	1.3468	-371	ice hockey	512 kg/s	342	992	tennis	1.2388	-0.1321	460	0.6819
3	39 m^3	0.3471	Chicken	Natural Language Processing	0.8371	1156	motor sports	1069 kg/s	1179	617	boxing	0.4122	0.9478	949	1.2253
1	1363 m^3	1.1799	dog	Data Science	0.7856	176	track & field	782 kg/s	1077	1045	soccer	1.2856	0.9819	408	0.1824
1	669 m^3	1.2187	pig	Data Science	0.2749	638	boxing	1216 kg/s	278	111	soccer	0.789	0.8799	444	0.4285
5	461 m^3	0.5888	hamster	Games and Playable Media	1.1542	873	soccer	-91 kg/s	801	487	track & field, ice hockey, badminton	0.9241	0.9679	940	1.2614
5	937 m^3	1.2159	guinea pig	Games and Playable Media	1.133	1300	running	572 kg/s	1126	890	track & field	0.1834	0.9518	961	0.7402
4	-127 m^3	0.8363	reptile	Bioengineering	1.0861	279	ice hockey	279 kg/s	832	827	tennis	1.3179	-0.1146	139	0.9992
1	1204 m^3	0.9361	rat	Data Science	-0.0631	513	track & field	1015 kg/s	705	407	soccer	1.2031	0.6301	33	0.3249
4	143 m^3	0.992	reptile	Bioengineering	0.9705	143	ice hockey	-205 kg/s	971	706	tennis	0.9344	-0.1167	312	0.9372
1	1080 m^3	1.1153	bird	Data Science	0.2908	543	boxing	1185 kg/s	1029	1145	soccer	0.6116	0.5588	281	0.5305
4	204 m^3	0.893	bird	Computer Engineering	1.353	652	ice hockey	234 kg/s	1550	932	tennis	0.7673	0.1092	851	0.7403
5	569 m^3	0.6858	guinea pig	Robotics Engineering, Games and Playable Media	1.1016	798	soccer	123 kg/s	677	390	golf, badminton, track & field	0.7109	1.1105	1212	1.1849
3	551 m^3	0.359	chicken	Human Computer Interaction	1.0037	1286	motor sports	1409 kg/s	895	704	football	0.9232	1.182	1118	1.0272
3	286 m^3	0.8127	pig	Human Computer Interaction	0.7488	1124	motor sports	1017 kg/s	1133	995	football	0.7276	0.9854	978	0.6396
0	1372 m^3	0.5552	rabbit	Computational Media, Bioinformatics	1.1566	745	golf	682 kg/s	1227	-32	basketball	0.4435	0.4553	644	1.2592
2	1138 m^3	0.1889	ferret	Computer Game Design	0.6905	752	baseball	1000 kg/s	388	157	volleyball	-0.1751	0.6737	844	1.1596
5	544 m^3	0.9462	rat	Computer Game Design	0.6144	236	football	-20 kg/s	1044	1248	ice hockey	0.4936	1.1911	975	1.5676
2	772 m^3	0.2111	ferret	NULL	1.171	886	ice hockey	815 kg/s	582	-67	running, volleyball	0.0538	0.7982	623	
1	1029 m^3	0.9104	pig	Data Science	0.3778	924	track & field	405 kg/s	675		motor sports	0.7149	0.6714	-52	0.7975
5	650 m^3	1.1255	rat	Biotechnology	1.5197	1518	running	-341 kg/s	1440	1328	golf, track & field, badminton	0.3251	0.7461	975	1.0887
4	247 m^3	1.2625	BIRD	Bioengineering, Computer Engineering, Applied Mathematics	0.7878	223	ice hockey	213 kg/s	1298	836	tennis	1.024	0.126	528	0.859
1	847 m^3	0.7911	dog	Data Science	0.1971	None	basketball	1004 kg/s	795	709	soccer	0.9094	0.4814	394	0.6914
5	781 m^3	0.6463	hamster	Technology and Information Management, Robotics Engineering	1.0864	944	tennis	-126 kg/s	1362	1063	golf	0.5574	1.0182	700	1.3775
5	634 m^3	0.6983	guinea pig	Robotics Engineering	0.8212	1146	Running	208 kg/s	771	1036	ice hockey, track & field, badminton	0.1432	0.7896	864	0.968
0	1069 m^3	0.6548	FISH	Bioinformatics	?	1577	golf	1234 kg/s	1236	35	basketball	1.0906	0.2596	420	0.8162
2	1042 m^3	0.3133	ferret	Computer Game Design	0.7374	1137	baseball	557 kg/s	-108	706	baseball	-0.2223	0.8055	905	1.5856
2	798 m^3	0.1281	ferret	Computer Game Design	1.1486	1047	badminton	1468 kg/s	-87	437	baseball	-0.3833	0.5019	446	1.0153
0	1077 m^3	0.379	cat	bIOINFORMATICS, sTATISTICS	?	1248	golf	688 kg/s	1267	530	basketball	0.8952	-0.0945	997	1.2902
0	941 m^3	0.5093	cat	Bioinformatics	1.1332	1192	golf	750 kg/s	783	250	basketball	1.7177	0.6551	1133	0.957
3	428 m^3	0.2646	chicken	Human Computer Interaction	0.8309	489	motor sports	655 kg/s	770	1237	football	0.7358	0.9181	904	0.73
3	281 m^3	0.4976	chicken	Natural Language Processing	0.8122	900	motor sports	829 kg/s	647	1248	motor sports	1.4912	1.0039		0.7467
2	1203 m^3	-0.201	ferret	Computer Game Design	1.4292	643	badminton	1234 kg/s	960	455	volleyball	0.2363	1.0347	846	1.166
0	1111 m^3	0.5315	fish	Computational Media, Bioinformatics	0.7229	1650	volleyball	1137 kg/s	1427	250	basketball	0.7954	-0.2	213	1.0861
5	1074 m^3	0.7585	hamster	Technology and Information Management, Robotics Engineering, Electrical Engineering	1.0492	862	football	-263 kg/s	487	937	badminton, ice hockey, golf	0.5718	1.3186	954	0.7507
5	693 m^3	0.887	rat	Electrical Engineering, Biotechnology	1.5568	750	badminton	0 kg/s	873	717	ice hockey, track & field, golf	0.4685	1.0617	808	0.7879
1	954 m^3	0.9877	PIG	Data Science	0.341	261	boxing	383 kg/s	770	474	soccer	0.9173	0.562	450	0.3541
5	593 m^3	0.9238	guinea pig	Robotics Engineering, Electrical Engineering	0.4122	805	running	N/A	746	1010	badminton	0.4265	?	463	0.6179
4	307 m^3	0.9734	bird	Computer Science	0.6455	514	ice hockey	558 kg/s	1003	1176	tennis	0.8517	-0.1217	660	0.4436
2	1015 m^3	0.2689	ferret	Computer Game Design	1.6809	798	badminton	600 kg/s	273	719	running	-0.3605	0.8629	973	0.7463
5	715 m^3	0.8069	rat	Games and Playable Media, Biotechnology	1.0762	1017	soccer	174 kg/s	1087	1608	golf, badminton	0.5612	0.8368	645	1.073
4	321 m^3	0.7017	bird	Computer Engineering, Computer Science, Bioengineering	0.7451	513	ice hockey	604 kg/s	1026	1250	tennis	1.0165	-0.0809	89	0.2349
0	1020 m^3	-0.0188	fish	Bioinformatics, Computational Media	0.9561	828	volleyball	1122 kg/s	914	373	basketball	0.5696	0.4344	527	1.4165
3	329 m^3	0.3705	chicken	Natural Language Processing	1.4605	1218	motor sports	960 kg/s	1662	447	football	0.6845	1.269	525	0.9981
3	202 m^3	0.7528	chicken	Human Computer Interaction	0.3266	495	motor sports	590 kg/s	1014	1033	football	0.9473	0.7202	920	0.913
4	406 m^3	1.0406	reptile	Applied Mathematics, Computer Engineering, Bioengineering	1.1453	174	ice hockey	412 kg/s	863	1164	tennis	1.2237	0.2802	835	0.6859
1	860 m^3	0.6706	pig	Data Science	0.3209	611	track & field	474 kg/s	885	491	soccer	0.8964	0.7767	241	0.1762
4	354 m^3	1.1849	bird	Computer Engineering, Computer Science, Applied Mathematics	1.0574	-156	ice hockey	42 kg/s	1037	1028	tennis	0.8627	-0.0348	692	0.0841
5	629 m^3	0.0794	guinea pig	Robotics Engineering, Electrical Engineering	0.7283	907	tennis	23 kg/s	1727	855	track & field, golf, badminton	0.8377	0.7971	965	1.1442
2	731 m^3	-0.1328	ferret	Computer Game Design	1.0729	1142	baseball	1541 kg/s	648	598	baseball	0.1943	0.6067	355	0.5453
5	848 m^3	1.2075	hamster	Biotechnology	0.6945	383	running	182 kg/s	576	603	ice hockey, track & field	0.5311	0.9601	1031	1.1159
4	238 m^3	0.6876	bird	Computer Science	0.3005	66	ice hockey	563 kg/s	908	1330	tennis	0.8231	0.0612	383	0.5197
4	203 m^3	1.1524	bird	Computer Science, Applied Mathematics	1.4174	344	ice hockey	951 kg/s	1076	1149	tennis	0.9326	-0.0633	543	0.9496
0	1334 m^3	0.5065	fish	Computational Media, Bioinformatics	0.8375	723	VOLLEYBALL	591 kg/s	N/A	-194	basketball	0.749	0.271	191	0.6956
0	1075 m^3	0.6412	RABBIT	Statistics, Bioinformatics	0.5816	917	golf	934 kg/s	-7	-63	basketball	0.3492	0.6674	719	0.6726
4	227 m^3	1.1942	reptile	Computer Engineering, Bioengineering, Computer Science	1.1232	40	ice hockey	604 kg/s	748	972	basketball	0.9057	-0.1347	281	0.3054
5	903 m^3	1.056	guinea pig	Games and Playable Media, Biotechnology, Technology and Information Management, Electrical Engineering	0.8876	1014	running	-326 kg/s	894	1492	golf, badminton, track & field	0.6662	1.1807	728	0.9804
4	-148 m^3	0.8265	bird	Computer Engineering, Bioengineering, Applied Mathematics	None	-173	ice hockey	661 kg/s	1467	544	tennis	0.5925	-0.0559	522	0.9882
0	962 m^3	0.4953	RABBIT	Computational Media	0.942	952	volleyball	974 kg/s	1142	55	tennis	1.0188	0.5011	407	0.7582
4	104 m^3	0.8272	reptile	Computer Science, Applied Mathematics, Computer Engineering	1.1262	166	ice hockey	228 kg/s	1114	880	tennis	0.7537	-0.503	265	0.6511
5	494 m^3	0.8277	guinea pig	Games and Playable Media	0.9451	N/A	football	-91 kg/s	1132	548	track & field, golf	0.7562	1.1865	1077	0.79
1	1077 m^3	1.1597	dog	Computer Game Design	-0.1953	614	track & field	764 kg/s	886	411	golf, badminton, track & field	1.0459	0.7217	439	0.5981
0	1112 m^3	0.8307	cat	Bioinformatics	1.2075	903	GOLF	533 kg/s	1452	325	basketball	0.4547	0.2309	927	1.1817
5	448 m^3	0.688	hamster	Robotics Engineering, Games and Playable Media	0.8304	636	soccer	-119 kg/s	1520	702	golf	0.5977	0.9859	1207	0.8162
0	1302 m^3	0.7389	rabbit	Bioinformatics	0.46	1031	volleyball	366 kg/s	697	26	basketball	0.7745	0.3447	381	0.9018
5	633 m^3	0.6518	rat	gAMES AND pLAYABLE mEDIA, tECHNOLOGY AND iNFORMATION mANAGEMENT	0.9467	563	tennis	432 kg/s	1470	1234	badminton	0.4402	1.343	803	1.1358
